elapsed_s,gpu_temp,gpu_util,gpu_mem_mb,gpu_mem_total,gpu_power_w,cpu_pct,ram_pct,ram_used_gb
0.0,47.0,0.0,724.0,16303.0,38.1,12.5,20.0,13.73
2.0,47.0,0.0,724.0,16303.0,38.03,4.2,20.1,13.74
4.1,47.0,0.0,724.0,16303.0,38.19,3.2,20.0,13.72
6.1,47.0,0.0,724.0,16303.0,37.85,5.4,20.0,13.72
8.2,47.0,0.0,724.0,16303.0,38.07,4.1,20.1,13.74
10.2,47.0,0.0,724.0,16303.0,38.03,2.7,19.9,13.66
12.3,47.0,0.0,724.0,16303.0,38.11,9.1,20.1,13.79
14.3,47.0,0.0,724.0,16303.0,37.81,0.9,20.0,13.7
16.4,47.0,0.0,724.0,16303.0,38.05,8.0,20.5,14.04
18.4,48.0,16.0,12379.0,16303.0,42.06,12.0,24.4,16.71
20.5,47.0,16.0,12379.0,16303.0,44.97,10.1,34.8,23.83
22.5,66.0,99.0,14109.0,16303.0,176.72,7.5,38.7,26.52
24.6,60.0,23.0,14115.0,16303.0,126.82,8.7,39.0,26.69
26.6,59.0,23.0,14115.0,16303.0,121.97,8.0,38.9,26.61
28.7,56.0,26.0,14115.0,16303.0,123.96,9.7,38.9,26.67
30.7,51.0,24.0,14115.0,16303.0,104.94,11.4,39.1,26.75
32.8,52.0,23.0,14115.0,16303.0,103.57,8.9,39.0,26.72
34.8,52.0,23.0,14115.0,16303.0,105.16,10.4,38.9,26.62
36.9,53.0,23.0,14115.0,16303.0,116.72,10.0,38.9,26.62
38.9,51.0,25.0,14115.0,16303.0,104.43,12.5,38.9,26.67
41.0,51.0,24.0,14115.0,16303.0,102.72,8.4,38.8,26.56
43.0,52.0,33.0,14115.0,16303.0,109.8,11.2,38.8,26.58
45.1,52.0,24.0,14115.0,16303.0,125.68,9.2,39.0,26.69
47.1,53.0,24.0,14115.0,16303.0,108.39,10.9,39.0,26.69
49.2,53.0,24.0,14115.0,16303.0,122.9,7.8,38.9,26.66
51.2,52.0,24.0,14115.0,16303.0,110.23,15.7,39.0,26.73
53.3,55.0,42.0,14115.0,16303.0,133.89,9.3,38.8,26.59
55.3,54.0,24.0,14115.0,16303.0,127.24,10.5,38.9,26.64
57.4,57.0,24.0,14115.0,16303.0,108.54,12.2,38.9,26.65
59.4,52.0,24.0,14115.0,16303.0,102.86,9.6,38.9,26.61
61.5,53.0,24.0,14115.0,16303.0,114.21,9.3,38.9,26.64
63.5,52.0,24.0,14115.0,16303.0,102.58,9.7,38.8,26.59
65.6,51.0,24.0,14115.0,16303.0,102.48,10.4,38.9,26.67
67.6,60.0,47.0,14115.0,16303.0,115.17,8.3,39.0,26.68
69.7,52.0,28.0,14115.0,16303.0,109.57,11.2,38.8,26.57
71.7,52.0,24.0,14115.0,16303.0,102.88,11.8,38.9,26.65
73.8,60.0,47.0,14115.0,16303.0,115.14,11.0,38.9,26.64
75.8,52.0,24.0,14115.0,16303.0,115.95,9.5,38.9,26.67
77.9,52.0,30.0,14115.0,16303.0,121.93,7.6,38.8,26.56
79.9,54.0,24.0,14115.0,16303.0,110.19,13.8,38.9,26.65
82.0,56.0,24.0,14115.0,16303.0,106.49,8.0,38.8,26.57
84.0,54.0,24.0,14115.0,16303.0,102.72,11.3,39.0,26.73
86.1,52.0,27.0,14115.0,16303.0,111.63,10.8,38.9,26.65
88.1,53.0,24.0,14115.0,16303.0,102.82,9.8,38.9,26.65
90.2,52.0,21.0,14115.0,16303.0,104.21,9.0,39.0,26.68
92.2,56.0,38.0,14115.0,16303.0,112.22,10.4,39.1,26.75
94.3,53.0,24.0,14115.0,16303.0,115.57,10.0,38.9,26.64
96.3,53.0,24.0,14115.0,16303.0,109.0,8.8,38.8,26.58
98.4,55.0,24.0,14115.0,16303.0,114.61,11.0,39.0,26.69
100.4,54.0,27.0,14115.0,16303.0,120.41,10.2,38.8,26.55
102.5,56.0,36.0,14115.0,16303.0,126.21,10.0,38.9,26.64
104.6,61.0,47.0,14115.0,16303.0,122.29,10.0,38.9,26.62
106.6,53.0,24.0,14115.0,16303.0,105.06,12.6,39.1,26.79
108.7,55.0,24.0,14115.0,16303.0,108.21,8.3,38.9,26.61
110.7,58.0,42.0,14115.0,16303.0,107.46,11.3,39.0,26.7
112.8,53.0,24.0,14115.0,16303.0,103.03,9.4,38.9,26.63
114.8,59.0,24.0,14115.0,16303.0,106.39,8.2,38.8,26.59
116.8,54.0,24.0,14115.0,16303.0,103.39,11.3,38.9,26.65
118.9,60.0,24.0,14115.0,16303.0,126.73,10.3,38.9,26.66
120.9,62.0,24.0,14115.0,16303.0,123.04,9.6,38.9,26.64
123.0,54.0,24.0,14115.0,16303.0,106.63,10.0,39.1,26.79
125.1,55.0,24.0,14115.0,16303.0,126.46,8.8,38.9,26.65
127.1,54.0,24.0,14115.0,16303.0,116.9,10.6,38.9,26.67
129.2,58.0,33.0,14115.0,16303.0,123.39,6.9,38.8,26.58
131.2,60.0,24.0,14115.0,16303.0,114.98,15.0,39.0,26.73
133.3,54.0,24.0,14115.0,16303.0,103.78,9.6,39.0,26.69
135.3,61.0,24.0,14115.0,16303.0,109.69,9.3,38.9,26.63
137.3,55.0,24.0,14115.0,16303.0,109.42,14.3,38.9,26.63
139.4,60.0,26.0,14115.0,16303.0,109.29,10.1,38.8,26.56
141.4,60.0,24.0,14115.0,16303.0,103.71,10.8,39.0,26.71
143.5,61.0,24.0,14115.0,16303.0,103.83,9.0,38.9,26.62
145.6,56.0,24.0,14115.0,16303.0,120.28,11.7,38.8,26.59
147.6,55.0,24.0,14115.0,16303.0,109.54,11.2,39.0,26.71
149.6,63.0,47.0,14115.0,16303.0,116.42,11.7,38.8,26.59
151.7,54.0,24.0,14115.0,16303.0,109.57,10.1,38.9,26.63
153.8,59.0,45.0,14115.0,16303.0,121.61,9.5,38.8,26.58
155.8,55.0,24.0,14115.0,16303.0,122.4,9.7,38.9,26.62
157.9,55.0,21.0,14115.0,16303.0,101.2,10.6,39.1,26.74
159.9,56.0,24.0,14115.0,16303.0,103.71,9.6,39.1,26.8
162.0,55.0,24.0,14115.0,16303.0,103.88,11.2,39.1,26.75
164.0,61.0,24.0,14115.0,16303.0,110.08,7.9,38.9,26.63
166.1,55.0,24.0,14115.0,16303.0,103.94,10.7,39.0,26.7
168.1,54.0,24.0,14115.0,16303.0,104.14,11.8,39.0,26.71
170.2,63.0,24.0,14115.0,16303.0,121.84,8.5,38.9,26.66
172.2,55.0,24.0,14115.0,16303.0,116.65,12.5,39.0,26.72
174.3,60.0,24.0,14115.0,16303.0,109.03,9.6,38.9,26.66
176.3,64.0,48.0,14115.0,16303.0,121.64,10.6,39.0,26.7
178.4,56.0,32.0,14115.0,16303.0,114.59,10.1,38.9,26.66
180.4,56.0,32.0,14115.0,16303.0,117.6,11.3,39.0,26.69
182.5,55.0,23.0,14115.0,16303.0,105.13,10.6,39.0,26.72
184.6,57.0,24.0,14115.0,16303.0,105.26,9.1,38.9,26.64
186.6,55.0,24.0,14115.0,16303.0,104.42,10.1,39.1,26.75
188.7,54.0,19.0,14115.0,16303.0,112.17,11.8,39.1,26.75
190.7,57.0,24.0,14115.0,16303.0,105.09,9.2,39.0,26.71
192.8,57.0,24.0,14115.0,16303.0,104.37,10.8,39.0,26.68
194.8,60.0,27.0,14115.0,16303.0,114.33,7.8,38.9,26.63
196.8,57.0,24.0,14115.0,16303.0,120.11,11.0,38.9,26.65
198.9,62.0,24.0,14115.0,16303.0,106.56,11.3,39.0,26.67
200.9,56.0,24.0,14115.0,16303.0,110.39,9.8,39.0,26.71
203.0,59.0,24.0,14115.0,16303.0,116.08,8.1,39.0,26.72
205.0,64.0,47.0,14115.0,16303.0,123.51,9.3,39.0,26.7
207.1,56.0,24.0,14115.0,16303.0,116.42,7.7,38.9,26.62
209.1,55.0,24.0,14115.0,16303.0,104.65,11.7,39.0,26.71
211.2,61.0,25.0,14115.0,16303.0,109.73,8.5,38.9,26.62
213.2,55.0,24.0,14115.0,16303.0,104.69,12.6,39.0,26.67
215.3,56.0,24.0,14115.0,16303.0,104.53,13.9,39.2,26.84
217.3,56.0,24.0,14115.0,16303.0,104.72,11.0,38.9,26.67
219.4,57.0,24.0,14115.0,16303.0,104.61,10.8,39.0,26.72
221.4,63.0,24.0,14115.0,16303.0,117.06,17.6,39.1,26.77
223.5,56.0,24.0,14115.0,16303.0,118.87,11.4,39.0,26.68
225.5,59.0,24.0,14115.0,16303.0,104.68,14.4,39.1,26.81
227.6,56.0,24.0,14115.0,16303.0,116.68,7.7,39.0,26.72
229.6,57.0,24.0,14115.0,16303.0,104.86,9.8,39.1,26.76
231.7,61.0,38.0,14115.0,16303.0,123.04,10.2,39.0,26.72
233.7,57.0,24.0,14115.0,16303.0,116.02,10.1,39.2,26.84
235.8,56.0,24.0,14115.0,16303.0,104.92,9.5,39.1,26.74
237.8,56.0,24.0,14115.0,16303.0,104.94,10.6,39.0,26.73
239.9,60.0,26.0,14115.0,16303.0,108.48,10.0,39.1,26.76
241.9,55.0,25.0,14115.0,16303.0,105.94,9.4,39.0,26.72
244.0,62.0,24.0,14115.0,16303.0,106.97,10.5,39.0,26.74
246.0,58.0,24.0,14115.0,16303.0,104.6,11.8,39.2,26.83
248.1,58.0,24.0,14115.0,16303.0,104.76,9.5,39.0,26.72
250.1,58.0,24.0,14115.0,16303.0,128.14,8.8,39.1,26.8
252.2,62.0,48.0,14115.0,16303.0,123.92,10.0,39.0,26.73
254.2,59.0,24.0,14115.0,16303.0,104.72,11.6,39.2,26.86
256.3,58.0,24.0,14115.0,16303.0,117.55,10.4,38.7,26.5
258.3,58.0,39.0,14115.0,16303.0,133.59,13.5,38.8,26.54
260.4,58.0,34.0,14115.0,16303.0,139.91,11.2,38.8,26.54
262.4,56.0,24.0,14115.0,16303.0,105.2,11.4,38.8,26.56
264.5,55.0,24.0,14115.0,16303.0,107.26,7.2,38.6,26.43
266.5,55.0,22.0,14115.0,16303.0,102.92,11.1,38.7,26.52
268.6,62.0,25.0,14115.0,16303.0,117.59,8.0,38.6,26.44
270.6,55.0,24.0,14115.0,16303.0,99.71,11.3,38.7,26.52
272.7,57.0,24.0,14115.0,16303.0,104.81,8.6,38.7,26.53
274.7,56.0,24.0,14115.0,16303.0,110.55,11.4,38.8,26.55
276.8,56.0,25.0,14115.0,16303.0,116.69,8.7,38.8,26.54
278.8,56.0,22.0,14115.0,16303.0,111.52,9.9,38.7,26.49
280.9,62.0,24.0,14115.0,16303.0,111.01,8.7,38.6,26.45
282.9,58.0,24.0,14115.0,16303.0,111.72,10.2,38.6,26.46
285.0,55.0,23.0,14115.0,16303.0,122.53,11.2,38.7,26.49
287.0,56.0,24.0,14115.0,16303.0,112.59,10.6,38.7,26.51
289.1,55.0,25.0,14115.0,16303.0,104.97,12.4,38.7,26.48
291.1,55.0,24.0,14115.0,16303.0,101.68,12.2,38.7,26.53
293.2,55.0,24.0,14115.0,16303.0,104.89,8.4,38.7,26.5
295.2,56.0,24.0,14115.0,16303.0,104.47,10.8,38.9,26.63
297.3,56.0,24.0,14115.0,16303.0,104.73,9.6,38.7,26.47
299.3,59.0,24.0,14115.0,16303.0,104.71,12.2,38.8,26.58
301.4,64.0,48.0,14115.0,16303.0,124.09,11.9,39.0,26.67
303.4,56.0,24.0,14115.0,16303.0,115.37,8.0,38.7,26.51
305.5,56.0,26.0,14115.0,16303.0,106.49,9.0,38.7,26.48
307.5,61.0,23.0,14115.0,16303.0,121.17,9.9,38.7,26.47
309.6,55.0,24.0,14115.0,16303.0,110.61,9.2,38.8,26.54
311.6,56.0,24.0,14115.0,16303.0,115.87,13.9,38.7,26.53
313.7,57.0,24.0,14115.0,16303.0,110.64,10.0,38.8,26.54
315.7,58.0,21.0,14115.0,16303.0,105.21,10.1,38.8,26.58
317.8,55.0,24.0,14115.0,16303.0,104.56,10.7,38.7,26.52
319.9,55.0,23.0,14115.0,16303.0,104.78,8.9,38.7,26.51
321.9,55.0,24.0,14115.0,16303.0,110.38,12.7,38.7,26.52
323.9,55.0,23.0,14115.0,16303.0,104.85,9.5,38.7,26.52
326.0,57.0,24.0,14115.0,16303.0,104.67,10.7,38.8,26.6
328.0,59.0,24.0,14115.0,16303.0,128.31,9.9,38.9,26.61
330.1,56.0,29.0,14115.0,16303.0,117.5,9.1,38.7,26.52
332.1,55.0,24.0,14115.0,16303.0,105.03,11.9,38.7,26.52
334.2,59.0,24.0,14115.0,16303.0,111.28,10.9,38.8,26.58
336.3,56.0,24.0,14115.0,16303.0,110.85,9.8,38.7,26.53
338.3,63.0,24.0,14115.0,16303.0,111.62,10.8,38.7,26.49
340.4,55.0,24.0,14115.0,16303.0,103.25,11.3,38.9,26.62
342.4,55.0,24.0,14115.0,16303.0,105.0,7.5,38.7,26.5
344.5,55.0,24.0,14115.0,16303.0,104.74,7.8,38.6,26.45
346.5,55.0,24.0,14115.0,16303.0,104.51,11.3,38.8,26.55
348.6,56.0,24.0,14115.0,16303.0,104.62,9.6,38.7,26.5
350.6,55.0,24.0,14115.0,16303.0,104.67,8.3,38.7,26.48
352.7,55.0,24.0,14115.0,16303.0,100.59,9.4,38.8,26.55
354.7,56.0,24.0,14115.0,16303.0,104.79,10.5,38.8,26.57
356.8,56.0,24.0,14115.0,16303.0,104.77,9.4,38.7,26.51
358.8,63.0,24.0,14115.0,16303.0,104.85,8.0,38.8,26.59
360.9,61.0,22.0,14115.0,16303.0,104.12,11.1,38.8,26.57
362.9,57.0,24.0,14115.0,16303.0,105.03,8.6,38.7,26.49
365.0,55.0,24.0,14115.0,16303.0,99.03,10.6,38.8,26.56
367.0,55.0,24.0,14115.0,16303.0,104.96,7.8,38.6,26.45
369.1,60.0,24.0,14115.0,16303.0,105.11,8.8,38.6,26.43
371.1,55.0,24.0,14115.0,16303.0,104.83,9.3,38.7,26.5
373.2,55.0,24.0,14115.0,16303.0,104.84,9.3,38.6,26.46
375.2,54.0,23.0,14115.0,16303.0,100.38,10.5,38.7,26.52
377.3,55.0,24.0,14115.0,16303.0,105.05,7.4,38.7,26.47
379.3,57.0,24.0,14115.0,16303.0,104.96,9.6,38.8,26.56
381.4,61.0,22.0,14115.0,16303.0,104.41,8.0,38.7,26.5
383.4,52.0,0.0,949.0,16303.0,57.85,10.5,22.7,15.58
385.5,52.0,0.0,949.0,16303.0,39.42,10.3,21.4,14.68
387.5,51.0,0.0,949.0,16303.0,39.47,8.2,21.4,14.68
389.6,51.0,0.0,949.0,16303.0,39.25,10.9,21.7,14.84
391.6,51.0,0.0,949.0,16303.0,39.07,16.8,21.8,14.92
393.7,51.0,0.0,949.0,16303.0,39.12,68.3,22.0,15.09
395.7,50.0,0.0,949.0,16303.0,39.01,67.6,22.1,15.14
397.8,50.0,0.0,949.0,16303.0,39.02,68.0,22.0,15.06
399.9,50.0,0.0,949.0,16303.0,39.01,68.9,22.0,15.09
401.9,50.0,0.0,949.0,16303.0,38.71,64.6,22.1,15.11
404.0,50.0,0.0,949.0,16303.0,38.76,68.6,22.1,15.15
406.0,50.0,0.0,1749.0,16303.0,38.77,63.5,22.3,15.27
408.1,51.0,16.0,5717.0,16303.0,56.94,30.3,22.4,15.32
410.1,67.0,96.0,7893.0,16303.0,224.98,38.4,22.6,15.44
412.2,70.0,95.0,7893.0,16303.0,257.98,65.9,22.4,15.35
414.3,70.0,99.0,7893.0,16303.0,260.3,69.7,22.6,15.44
416.3,54.0,0.0,7573.0,16303.0,106.35,57.2,23.1,15.81
418.4,69.0,99.0,7893.0,16303.0,185.46,73.5,22.5,15.4
420.5,70.0,99.0,7893.0,16303.0,261.86,67.5,22.5,15.43
422.5,70.0,93.0,7893.0,16303.0,259.76,68.5,22.6,15.46
424.6,56.0,0.0,7573.0,16303.0,201.64,50.9,22.6,15.46
426.6,53.0,0.0,7893.0,16303.0,49.85,62.4,22.5,15.43
428.7,70.0,99.0,7893.0,16303.0,261.76,68.2,22.6,15.47
430.7,70.0,95.0,7893.0,16303.0,260.12,66.6,22.6,15.44
432.8,60.0,63.0,7573.0,16303.0,238.77,65.8,22.5,15.38
434.8,52.0,0.0,7573.0,16303.0,47.41,51.7,22.6,15.5
436.9,69.0,99.0,7893.0,16303.0,261.06,65.8,22.7,15.51
438.9,70.0,96.0,7893.0,16303.0,260.35,66.1,22.5,15.42
441.0,71.0,96.0,7893.0,16303.0,260.94,68.0,22.6,15.47
443.0,53.0,0.0,7573.0,16303.0,49.19,48.3,23.1,15.85
445.1,69.0,99.0,7893.0,16303.0,237.96,65.0,22.5,15.44
447.2,71.0,99.0,7893.0,16303.0,261.21,70.7,22.6,15.5
449.2,70.0,99.0,7893.0,16303.0,260.61,65.2,22.5,15.42
451.3,54.0,0.0,7573.0,16303.0,54.76,45.5,23.2,15.89
453.3,70.0,99.0,7893.0,16303.0,210.85,73.7,22.7,15.55
455.4,70.0,97.0,7893.0,16303.0,260.68,65.4,22.6,15.47
457.5,70.0,96.0,7893.0,16303.0,259.48,70.1,22.7,15.54
459.5,55.0,0.0,7573.0,16303.0,163.16,46.7,22.6,15.45
461.6,67.0,99.0,7893.0,16303.0,92.83,67.6,22.7,15.53
463.6,70.0,95.0,7893.0,16303.0,261.41,64.7,22.6,15.47
465.7,71.0,99.0,7893.0,16303.0,261.54,69.2,22.6,15.46
467.7,56.0,0.0,7573.0,16303.0,193.41,60.1,22.6,15.45
469.8,65.0,87.0,7893.0,16303.0,70.5,56.3,22.6,15.5
471.9,70.0,99.0,7893.0,16303.0,261.43,66.4,22.5,15.42
473.9,70.0,95.0,7893.0,16303.0,259.84,68.9,22.6,15.48
475.9,71.0,96.0,7925.0,16303.0,261.53,65.3,22.6,15.45
478.0,53.0,0.0,7573.0,16303.0,49.54,52.4,22.6,15.51
480.0,70.0,99.0,7893.0,16303.0,260.28,68.2,22.8,15.58
482.1,71.0,99.0,7893.0,16303.0,261.16,68.2,22.7,15.56
484.1,71.0,99.0,7893.0,16303.0,260.94,65.5,22.6,15.44
486.2,54.0,0.0,7573.0,16303.0,50.18,53.5,23.1,15.82
488.3,69.0,96.0,7893.0,16303.0,259.79,68.5,22.6,15.48
490.3,71.0,95.0,7989.0,16303.0,261.21,67.2,22.6,15.47
492.4,71.0,99.0,7989.0,16303.0,262.77,69.2,22.7,15.52
494.4,54.0,0.0,7573.0,16303.0,122.26,46.8,23.0,15.75
496.5,69.0,99.0,7893.0,16303.0,148.04,68.2,22.6,15.48
498.5,71.0,99.0,7893.0,16303.0,260.81,68.8,22.7,15.55
500.6,71.0,95.0,7893.0,16303.0,259.97,64.4,22.6,15.46
502.6,55.0,0.0,7573.0,16303.0,147.38,57.9,22.7,15.56
504.7,68.0,99.0,7893.0,16303.0,111.31,60.5,22.6,15.45
506.8,70.0,99.0,7893.0,16303.0,261.11,64.9,22.5,15.39
508.8,71.0,96.0,7893.0,16303.0,260.37,69.0,22.6,15.48
